Indice_combinado,Indice_temporal,Indice_origen,Digito,Origen,Hash
5736,5736,3674,7,v2,63049f1102c9ac0d37a5a89b72efc578
5737,5737,3675,7,v2,511a6f5a71d028079bd10c8a55121f4d
5738,5738,3676,7,v2,40be0d79dfb23388cbf72b53f03757d7
5739,5739,3677,7,v2,049b03512b51a103084c4894f4c3ecc7
5740,5740,3678,7,v2,1e3da7d41c959cf943371e278a7bf656
5741,5741,3679,7,v2,d2dfb11cc368532ae91186763a29eae7
5742,5742,3680,7,v2,97458b4769a8ff7fe91a9c399d1ebc9c
5743,5743,3681,7,v2,1454e4215789e5f1319a5e203a8af64d
5744,5744,3682,7,v2,a21f783fd219a2b13990d268d765cd8c
5745,5745,3683,7,v2,a21fa782dc4cc8783bb57c7f306a8ae7
5746,5746,3684,7,v2,bb61727d6c06cc035570178e53b080f1
5747,5747,3685,7,v2,d819261e10f7b0a80980f8cdb4911333
5748,5748,3686,7,v2,67324aac1cf4b57d6e7d078ef51fd00a
5749,5749,3687,7,v2,5735ea4f7ee88b00ea7742bec97d7a95
5750,5750,3688,7,v2,6ea95f270eae43a0fa4cf0f0b25b8684
5751,5751,3689,8,v2,f93b409f014b16e7dd43b49a265f0e84
5752,5752,3690,8,v2,a87df68cb0e430c59d20112b8961198e
5753,5753,3691,8,v2,de3b2eac28d46e45603bd37b8feea273
5754,5754,3692,8,v2,453dbfc65da6685592b083355418cf1c
5755,5755,3693,8,v2,6c9477f242131ebbce961cd6eecce2f2
5756,5756,3694,8,v2,52e05f5b74227433b12652b18cd5de35
5757,5757,3695,8,v2,6fbec11b4293e1df6b8212a3adcd57c3
5758,5758,3696,8,v2,90e2bacbda5ff8e379cf11d7d4bb4076
5759,5759,3697,8,v2,28011c339d4a9aea618e256d1416d5bf
5760,5760,3698,8,v2,58d81844d616a60bd7f6330df08bb5cd
5761,5761,3699,8,v2,13094d36407bdbab8cd9407d4826b0c0
5762,5762,3700,8,v2,7150395073fccccf4a45d8e9316b641f
5763,5763,3701,8,v2,51eab2f6325e6782b0916874c8dfa6eb
5764,5764,3702,8,v2,b959eb58a95d1f14ac130a3f9dd90f05
5765,5765,3703,8,v2,0e2919451d4ea231e156f3366a7a7629
5766,5766,3704,8,v2,8e7da5bbde914094c11c26f2714d93ac
5767,5767,3705,8,v2,c30cb765d4c766f671423af9e481acc4
5768,5768,3706,8,v2,7b42b706cf9f755b1d20e5054dd92586
5769,5769,3707,8,v2,93aba88da16044c407e818a7173f8262
5770,5770,3708,8,v2,dc7e543c9312dab1ca6aeb012c86f145
5771,5771,3709,8,v2,739695d668295ce6824a84067235e117
5772,5772,3710,8,v2,f86b36116b404931b9428e0226c7cb71
5773,5773,3711,8,v2,9a85f330fd55567ead4bcc1b47311c3e
5774,5774,3712,8,v2,1705638d6e47746cdbc9c33efb5017fb
5775,5775,3713,8,v2,2ea2218adfec839409f5e6b55dfc643f
5776,5776,3714,8,v2,faf858e875bb8b96519bbad798e94fba
5777,5777,3715,8,v2,77ab1affeb3533690b71b6cec352fd49
5778,5778,3716,8,v2,a71fb8d49505115c7cc89a50d2636ef2
5779,5779,3717,8,v2,b3ebeaeffccd8d01133d60b8c0939127
5780,5780,3718,8,v2,3ee0afe1e1424785ea69c45c98f6db95
5781,5781,3719,8,v2,f909a22989407b4c21de72dfbe00002b
5782,5782,3720,8,v2,d72f43329990d0d59b1b866b2fdd301a
5783,5783,3721,8,v2,e9167b166c9f319f2d4a7d91fae69bc0
5784,5784,3722,8,v2,38dc9eafc3175dfe1cf416bd1551e2b4
5785,5785,3723,8,v2,ea097c66cce479c57c67b5cb57c2da72
5786,5786,3724,8,v2,55a54d5ff80f38911c8bc6f7955fee72
5787,5787,3725,8,v2,3dafff464598917901e7d1bac2d60b37
5788,5788,3726,8,v2,1af6c7a1877130477ce170c58c698ab8
5789,5789,3727,8,v2,541ddbdf8667959c7b1471a4eba8793e
5790,5790,3728,8,v2,f41d74051f3963efa87fbc96e8e355f0
5791,5791,3729,8,v2,a453a3dcbacc66a82443065694f2d70b
5792,5792,3730,8,v2,c834797fc2fcb4de48e67b16d2d0dc28
5793,5793,3731,8,v2,f6a42cdb040d35c4a10ca23ddeacfd69
5794,5794,3732,8,v2,836ecb990a8ca14953a4dead5e911394
5795,5795,3733,8,v2,f4bfb8fb0e52993c12483efc85f9c7ba
5796,5796,3734,8,v2,c36f633e681ccf151323fab997bb0139
5797,5797,3735,8,v2,849035ecde5859eaca5cdea6b54aed1c
5798,5798,3736,8,v2,9acd8fa0cde57031d90a50d9805a61b6
5799,5799,3737,8,v2,5992360ddc9461784b641c141073b727
5800,5800,3738,8,v2,0e3124caff5ab124c77d589a82479a4f
5801,5801,3739,8,v2,e0ed15175182c41fd067504a9fb77ab6
5802,5802,3740,8,v2,2190673998bf95a0521e76a9ece49d88
5803,5803,3741,8,v2,0252b7138814d10cae068c52d56d7120
5804,5804,3742,8,v2,4380f871ddd2375762a58536db6c08d7
5805,5805,3743,8,v2,f6a01ee2f720d28fb75e4f9148a03492
5806,5806,3744,8,v2,2ed5f6dc83dee40a028d56c162bb989d
5807,5807,3745,8,v2,4216e88a8c5910b7cf64d6d48be46b53
5808,5808,3746,8,v2,a66f3c1b7ad725d64e761152ac40c3be
5809,5809,3747,8,v2,b8a2f7b8ebce084f8105a646292a8b08
5810,5810,3748,8,v2,4dab8f01c5cb467251406e7fbc861a40
5811,5811,3749,8,v2,8640783641cd957a0c8f605fdd9d355d
5812,5812,3750,8,v2,9ff8a7d62c30c69021840597dac5fabc
5813,5813,3751,8,v2,1e669b14533e0b642366b1b83b7775c6
5814,5814,3752,8,v2,8ffbb52b4e738fc6318e0551d8355284
5815,5815,3753,8,v2,70333573f6f4adafab38eac1d371c9af
5816,5816,3754,8,v2,0980f6d2eef32c110f3fce6723629df5
5817,5817,3755,8,v2,8e7e43419847e487221d1b132b4d3806
5818,5818,3756,8,v2,ec5ad16856e1710a61b37c6bb7a07c20
5819,5819,3757,8,v2,08490dce6f55f006033a032e9a2eee4e
5820,5820,3758,8,v2,2eb87d5d2f4a783f8ca3614dbc924953
5821,5821,3759,8,v2,8b98d029829c72546ac03ee25af22ce0
5822,5822,3760,8,v2,7be59a0b1a6cd48d0659111a6a368256
5823,5823,3761,8,v2,0f866a9550759834d574dcb9d9c4615c
5824,5824,3762,8,v2,e185ae58c97be830087a57ac63e352b3
5825,5825,3763,8,v2,fcedc69de4c202e0cbdefdf711a82b30
5826,5826,3764,8,v2,2d249c733509f85ac1f5190e2b9a8e4b
5827,5827,3765,8,v2,33003e4f4e5bb5d952028fcc0a67ce4e
5828,5828,3766,8,v2,c41eae7e7503b707da8d5f7973221aad
5829,5829,3767,8,v2,2d14b8cc906573f8e2d4bd4257d0fbb8
5830,5830,3768,8,v2,efe87c7f8f1a258c538ae192ce853cc8
5831,5831,3769,8,v2,7df4351b76cc818eeb8c98e9c3aa833b
5832,5832,3770,8,v2,33c800d66644c3c3b541a6fc88a3655e
5833,5833,3771,8,v2,f6d2c6b29d20f337ef93e6a4d5ddd66d
5834,5834,3772,8,v2,05c35a0921397986b72b1b03f85425e5
5835,5835,3773,8,v2,040e19cfa01f1ee6e146291c4bf35cb6
5836,5836,3774,8,v2,402d66b13e1f0b5145cb11546dc1fcd5
5837,5837,3775,8,v2,0efde76e15714ec922e90b9b9958b0e1
5838,5838,3776,8,v2,76a9de51c7280c177c3e52c69e479492
5839,5839,3777,8,v2,5b6579e33d41667c18f43b8919cf88be
5840,5840,3778,8,v2,55392e98a8a59a91c165300a1a754a54
5841,5841,3779,8,v2,9743dfff433f1c465e7a2a1edb737b9f
5842,5842,3780,8,v2,19c7563ee686b220e9c3f1367d136171
5843,5843,3781,8,v2,916bec387f5ec3d78ca8f96108f2d94d
5844,5844,3782,8,v2,5e5530db635f84df8e0a2ae1cb368e6a
5845,5845,3783,8,v2,d9f9a72c80484fd74dc2394ff7dccc7a
5846,5846,3784,8,v2,ea2805114760d35d7eac83a29a07160a
5847,5847,3785,8,v2,56cd2671b865c606c5c473bb0edbece6
5848,5848,3786,8,v2,1526821c9c57875469d9685108e73461
5849,5849,3787,8,v2,5508ddcd6f2858ae84aa7bdd5ffb4f41
5850,5850,3788,8,v2,935b3a388b2a9efe37f74413f67eb6dd
5851,5851,3789,8,v2,57a2186ad987d310dc219584674abb5e
5852,5852,3790,8,v2,002a8fecbb3aab31f413fc9bc2556e30
5853,5853,3791,8,v2,fee17da3cfe278cfdcb642aad1bb0698
5854,5854,3792,8,v2,3401a6ce73d54122e8ee29a3e2d3ac22
5855,5855,3793,8,v2,5ae831f1beff51805bbf7dd2babd46b3
5856,5856,3794,8,v2,dc177e72b3a6d4c2a192759692c150c8
5857,5857,3795,8,v2,e16e1f64a6fb242ee1777221ff11ad72
5858,5858,3796,8,v2,5235a89d296bb063efcb2251c33a3176
5859,5859,3797,8,v2,2177dd7cd8f4d81cc4b8b64f2a6548e4
5860,5860,3798,8,v2,3bbc846bc1b31831dc9222f2706ebd3a
5861,5861,3799,8,v2,f2e9f840f4c704c2e9c969f69f859893
5862,5862,3800,8,v2,e6f91bcfca0d6908ce5809d61accc99b
5863,5863,3801,8,v2,f7f528bf22195f6d02980a76ac176f15
5864,5864,3802,8,v2,d64e3249e9306c0fd27fe860485154b1
5865,5865,3803,8,v2,6ba067963b516bf36ab0702815bbee23
5866,5866,3804,8,v2,c14e2b83071a0d447eda076006e227af
5867,5867,3805,8,v2,531e6fb3704a7363d0820959817840f2
5868,5868,3806,8,v2,47163390ba18b756200fb429987d15fc
5869,5869,3807,8,v2,8aa32d92ce2f3672b0eb90ef73b159c1
5870,5870,3808,8,v2,419d8e7b39b1561a0d3aadee1bc09837
5871,5871,3809,8,v2,1e45ceca5dbe690857302be46d54502c
5872,5872,3810,8,v2,caae6c119899f178eb4294ff77a70d53
5873,5873,3811,8,v2,d906140f215dabf0a439189454ac00ad
5874,5874,3812,8,v2,013e2e4b5dd4ce987f196fbe716f8105
5875,5875,3813,8,v2,cc3c490a7bfb4f94a6cae2ce82615643
5876,5876,3814,8,v2,f605fef3578c08708922bf77f0d9ba22
5877,5877,3815,8,v2,4485d50460b589aeab3f4bc93a9f9cf9
5878,5878,3816,8,v2,73b4bb5d2cea3fada3df9d3d90b09a82
5879,5879,3817,8,v2,8399b84b193b47cdd0f3782a85d2a487
5880,5880,3818,8,v2,cc31f7a9ad33f73601b1296bb39f3bbf
5881,5881,3819,8,v2,c56cf248ab6fe0f4fd5a530c0f55ea2a
5882,5882,3820,8,v2,59b31aecf111c7ad764ebbe8041023ab
5883,5883,3821,8,v2,93a3ca9dfdb6417b4a2d465f0be8ced4
5884,5884,3822,8,v2,3fe09911160ab14f82a20725003d22b6
5885,5885,3823,8,v2,c9b8d339396330c3836672fda594ed21
5886,5886,3824,8,v2,208aa40f85155c80e9d7b4713666dc7e
5887,5887,3825,8,v2,81ab347e96cd0a204316961daa8f949e
5888,5888,3826,8,v2,d304d680c75e9469ce5476db90f04c4c
5889,5889,3827,8,v2,c67f12f6cd0854201929f43b1413637b
5890,5890,3828,8,v2,dc1f0d2f0bb7143a42dd8a24f26c04ea
5891,5891,3829,8,v2,c22335011be13863006fdeb7107ac79c
5892,5892,3830,8,v2,7acf65b30b5fee63253de52421720bd2
5893,5893,3831,8,v2,028051f40b5864397ae9db6a36665410
5894,5894,3832,8,v2,abbab278d30b85a421d2ae9ad3bf7781
5895,5895,3833,8,v2,74e74eac3f055580725e6f1af8d0f5b8
5896,5896,3834,8,v2,8450a4b9bfcd0816c59112367e40bbc1
5897,5897,3835,8,v2,a31cb6b901895199bfde2130448d9f64
5898,5898,3836,8,v2,cd073e108e4178bc0daf202d985a3505
5899,5899,3837,8,v2,e783dbef17ba176ea15c8770c78e4439
5900,5900,3838,8,v2,d17882f4f0985a5ae69e773acc9c7824
5901,5901,3839,8,v2,3842e7c4d1d34be82479642957771a7a
5902,5902,3840,8,v2,270d6f3d2684ebbd9382bfb36225eb66
5903,5903,3841,8,v2,1032a1d11f43ab4091f13c2ee98fe89c
5904,5904,3842,8,v2,ee293dd2151c517ae9100e4ca539a0c6
5905,5905,3843,8,v2,a97875314f08ba88761679305e779c17
5906,5906,3844,8,v2,300bb568ee6915fa227512322f8fe964
5907,5907,3845,8,v2,b545a0a523b5bcc5153ee40d8470368a
5908,5908,3846,8,v2,912548933c389c4984854302f1fb8ea4
5909,5909,3847,8,v2,c5b3e6551568e32b38e1d4adaeaf2c06
5910,5910,3848,8,v2,46debe9f3993622facd2cdc56cd107b2
5911,5911,3849,8,v2,a37ac85662bd85c91f08a4d8679f1d6d
5912,5912,3850,8,v2,6ca9e44f4973b040f82f5d1e14e8bf38
5913,5913,3851,8,v2,2b7cacec94457743d5594f5c3efe0d4c
5914,5914,3852,8,v2,f06e533326c7c0f7050d730443679a69
5915,5915,3853,8,v2,701c18f5158faa18e7256a4157bfe826
5916,5916,3854,8,v2,4af19ec722763239383f8ea9aeed5486
5917,5917,3855,8,v2,5de30b4d08fd477a088a91bfe4d17fe9
5918,5918,3856,8,v2,fc3b2cc4666ce22d1a48dd081930e510
5919,5919,3857,8,v2,671a736260c2e89640e8037bea6961ec
5920,5920,3858,8,v2,9b2944175d74f046698477ddd67055ec
5921,5921,3859,8,v2,fdc21aad45811bd50026e140f6e3d60e
5922,5922,3860,8,v2,363e7ceaacd286a48f8dd5ff2864f5c6
5923,5923,3861,8,v2,a76d894e364ba9704811809493cf2a1b
5924,5924,3862,8,v2,5762eeed680dd1a4ff84403b00808a4c
5925,5925,3863,8,v2,1af37c661a6e560f21608b0a814724f7
5926,5926,3864,8,v2,eb72e5b637122c9e216be4657b2b0138
5927,5927,3865,8,v2,767c9a4bfa9dc4980d7386bc3ab46d2e
5928,5928,3866,8,v2,e8d98ca9e3e6dc3f980c67380f522b2d
5929,5929,3867,8,v2,2368cc058c4f0273dddc9cbda03d84ac
5930,5930,3868,8,v2,0f736c2d5254470fcd09f13c71de91ae
5931,5931,3869,8,v2,584b2fb262a04db5f697f9f1001e3766
5932,5932,3870,8,v2,a5e3bee00a9d2a54279db42ceb2f0dfc
5933,5933,3871,8,v2,b6c631309785b76de22a898a6223e3cf
5934,5934,3872,8,v2,7adbcff74f6c4eef0da7fcdbfbe13952
5935,5935,3873,8,v2,5b4a02144d6efbebe7910dd89c5cadae
5936,5936,3874,8,v2,cd88f027bd4b30e11f2c2c521bea3d1a
5937,5937,3875,8,v2,edc0831a4ec69cdf86435a3ed26647d2
5938,5938,3876,8,v2,0ae7f50c354411b26f4a2a648fe3dc2a
5939,5939,3877,8,v2,20798dccb408f2360b8a278400a780f2
5940,5940,3878,8,v2,9aab90f929bcc57c0eb74f908c178606
5941,5941,3879,8,v2,93ebefbe6a4ea4d443d228d4db337860
5942,5942,3880,8,v2,23a4811e95f13de6a33cac52bc30bb26
5943,5943,3881,8,v2,576151ff2671c51f19179ec388317dbf
5944,5944,3882,8,v2,02230640e24025b9d526c6826aefb798
5945,5945,3883,8,v2,3b9a6ad4c6097e75e0d5745768b38dc4
5946,5946,3884,8,v2,363448151261ad314f7f3bccb3f9fe1f
5947,5947,3885,8,v2,4756f5625cd7ca27d32a90280e6db68d
5948,5948,3886,8,v2,5f59f5c3deb969f95373cba30bce429e
5949,5949,3887,8,v2,49e54f8d6b0d2d49e9df8afa9aca6c1c
5950,5950,3888,8,v2,79b496c65ec55c78d3920b625e10acfa
5951,5951,3889,8,v2,1336240fa9eb5d6211a35f359649ac73
5952,5952,3890,8,v2,8625f8fa744e654839d52d9f80367915
5953,5953,3891,8,v2,72b7aea82fd74af643456fa67158f995
5954,5954,3892,8,v2,88b857be16a33bb0d41a9717388a26d6
5955,5955,3893,8,v2,a9790071ffb792e27cab7228b2244072
5956,5956,3894,8,v2,82620cb8338af0fb0dec414d1475ef68
5957,5957,3895,8,v2,1d2d8d48bdca90116122a347bcbc11ea
5958,5958,3896,8,v2,93f0ea34f56c3a7c2316c7e6546bcf71
5959,5959,3897,8,v2,68e21d66d384f4c35b30971c07739a4e
5960,5960,3898,8,v2,84260af9beeb54179fe7c9979dfcdbcc
5961,5961,3899,8,v2,0b5e530668811657bfd79987dc441da4
5962,5962,3900,8,v2,1d2e8966205663129f64c5326f3c8b83
5963,5963,3901,8,v2,e9bc605f6391214addeed875a255ed63
5964,5964,3902,8,v2,08e956455048ecb56d7d9cf50ebd0cd2
5965,5965,3903,8,v2,123436431d0095c164786dfb9c2b8ec9
5966,5966,3904,8,v2,957cc87df611f2695dc31398f3e440d3
5967,5967,3905,8,v2,af1514eb453cf8f63f51e0919456efbb
5968,5968,3906,8,v2,b4a1064d0fd0b0f9fdc15b644f7a1bda
5969,5969,3907,8,v2,be17fbc19148253a213e2d81193861c0
5970,5970,3908,8,v2,0a2b185072cf0ee0a3cea0a09da04020
5971,5971,3909,8,v2,3f677af9bb91ea0b627514c9c3547626
5972,5972,3910,8,v2,1700ff67b647c5272aaf0ed67fee3c12
5973,5973,3911,8,v2,0686aa3e3ae439759046796e504cada6
5974,5974,3912,8,v2,c2259f6ff975f8ea5ca70cfc41e78a78
5975,5975,3913,8,v2,cfb1b2e5ae222f812eabb8006fa56604
5976,5976,3914,8,v2,4da7f407bd27c8c96d03dfe0b4f72cab
5977,5977,3915,8,v2,48e055fd4721d1619d92b5f2181a9b5e
5978,5978,3916,8,v2,ea0eb8a21dc9f2d8d6346b1f125d4e47
5979,5979,3917,8,v2,d333af8f23978e7d38c74175e551401b
5980,5980,3918,8,v2,ba76b3f27c63812e2a3e8f074bc51982
5981,5981,3919,8,v2,a64f1fbc2b059078ebb5068d593c1d75
5982,5982,3920,8,v2,dd39d6c59f992773f15d90c2e57038ff
5983,5983,3921,8,v2,5a67da03db3e220571f2361884e96812
5984,5984,3922,8,v2,93dc97ef364e2a698456a3149f295813
5985,5985,3923,8,v2,1ab63cc86564561eda291ec77455bfeb
5986,5986,3924,8,v2,0923b7238d05f1bf278b7b1cd1b41b5b
5987,5987,3925,8,v2,7391f02c105cb5e9e33554a1569e6257
5988,5988,3926,8,v2,7e6edafab86ee215d5be7849f84d6308
5989,5989,3927,8,v2,32a0477fdf550a809d24ac803dd51292
5990,5990,3928,8,v2,805b10ab4350c08b020bff498e60157a
5991,5991,3929,8,v2,486150bef3c9ee46d884483af2975bc7
5992,5992,3930,8,v2,29f099b75712a12433da9f70329b7718
5993,5993,3931,8,v2,7307dd3732ac990ff2f61e79e0ae3f0c
5994,5994,3932,8,v2,51383807d0b7e0141166ab560c41b470
5995,5995,3933,8,v2,8d53364a3e5ccf76a137f6f8fc03b0ce
5996,5996,3934,8,v2,a9e177629977fb783cc96fdcea639691
5997,5997,3935,8,v2,632881a39cc328fcf14d52f61fa2f81a
5998,5998,3936,8,v2,f2534cbf785d1c11d388c8e8dd83438c
5999,5999,3937,8,v2,6fd479f494ce305c439783fa1155d537
6000,6000,3938,8,v2,981186bd79dc49a48a1693a7821f6a01
6001,6001,3939,8,v2,cf4afd8c7ce4a7ab6c1c34c869021438
6002,6002,3940,8,v2,9517344da2795740133ff74a0d699cbc
6003,6003,3941,8,v2,57e29ed5d329262fa469059df1a7f7c5
6004,6004,3942,8,v2,39ace6ae03e9acc92e46c413bc48da9e
6005,6005,3943,8,v2,a939620b95a31e0adbc90b1700b5682f
6006,6006,3944,8,v2,2d328172b96d0b62d793f06c26f7c6e0
6007,6007,3945,8,v2,8b949b49e2cdab7bd7cb97d6f925cb63
6008,6008,3946,8,v2,500c662c4396fb59d45f1346bbc60028
6009,6009,3947,8,v2,7156a349daf53f2fe04de04f01605375
6010,6010,3948,8,v2,ec1838e7ab5eb0cbc30842265c1e14f6
6011,6011,3949,8,v2,5421c8fa7d7c7fab569b6d69038f73fa
6012,6012,3950,8,v2,6e038f58935efaf79e20e931e1d08533
6013,6013,3951,8,v2,392c134cb9f8262b0105e30298fbe7d2
6014,6014,3952,8,v2,717e571481d00d72169e6fce820f9282
6015,6015,3953,8,v2,1c5729989c645387696b3a39a6f1caff
6016,6016,3954,8,v2,7034e973c3c6509a704fdf053e9e319b
6017,6017,3955,8,v2,dd6014eb27ff126b7830c5dbc2af2956
6018,6018,3956,8,v2,e1b1745aced428cbeccc5661dc9ac887
6019,6019,3957,8,v2,8245d833fc04fcffd062142fb8b07c79
6020,6020,3958,8,v2,692783eb0580acbf74b863ff8024773c
6021,6021,3959,8,v2,a43348980c7527c7ebb5fe4de5480d55
6022,6022,3960,8,v2,0d5de23a3f053c68862513baff9d9767
6023,6023,3961,8,v2,307c6ef8b4232ce8f2f65dd6543b96dc
6024,6024,3962,8,v2,ce5e063257cc2fc1ef8f602c5de97abc
6025,6025,3963,8,v2,93ac42ccff4b39ecc1acdfe375d157ab
6026,6026,3964,8,v2,63644764207ef1786d763509d4a91acd
6027,6027,3965,8,v2,7a0e8ce3c20222d138c8352d0cfc0e9e
6028,6028,3966,8,v2,914c2f9da5a499d15c06ed8ed4d55ad5
6029,6029,3967,8,v2,dc87fd6d01517578fca5137293aa253f
6030,6030,3968,8,v2,8f1f7c785a15633f80b6836c56d22e2e
6031,6031,3969,8,v2,e400a596d7dd42812cb736829d66ac48
6032,6032,3970,8,v2,57a3cabfacc9d680285106ae210c5c9f
6033,6033,3971,8,v2,288629575ffab131223a61baf2e8e360
6034,6034,3972,8,v2,8ee0800a7af62812fb4a771d6704e7d5
6035,6035,3973,8,v2,2ca3cdce5d0f6edcf67c4cf24829c04a
6036,6036,3974,8,v2,a67e3f16b4c6e886e95a71bbd5a4b309
6037,6037,3975,8,v2,2568a4ec3df3e58b042b1da377d3f408
6038,6038,3976,8,v2,75ba6f79da23926d3e4b44d8966a7f12
6039,6039,3977,8,v2,84abcc2c7fee15d971a304269a23e682
6040,6040,3978,8,v2,1dccb784f43acb31970fd10fb1b8939a
6041,6041,3979,8,v2,a49d404bf5c1af72696457685bf8a108
6042,6042,3980,8,v2,eabf7081239f3dec38f9109e60d174e2
6043,6043,3981,8,v2,d969adf65876431e781353ec42be94f7
6044,6044,3982,8,v2,56614aee6d05feed8c8f78a79d3e82a0
6045,6045,3983,8,v2,513d629ff38c5f60535a55055076c807
6046,6046,3984,8,v2,4be906661f6df754923a3ae4ca03ab93
6047,6047,3985,8,v2,c27d0b490bf6f143bd75e1a8779026f6
6048,6048,3986,8,v2,af37898dfa2b9c632ec6f0c619737b2c
6049,6049,3987,8,v2,3da9c1b606d6c967e518e99f209b722b
6050,6050,3988,8,v2,f8d4e15929fa5953a63481143ff4122b
6051,6051,3989,8,v2,7b8774b2a4c3c9a72b2b5bfc5dbe48fd
6052,6052,3990,8,v2,35f2a81c77b23e0a4357d37463f0ebcc
6053,6053,3991,8,v2,4ca7e88416a4209c0bfdf6918699cdc6
6054,6054,3992,8,v2,5620b5e53164a9b1a311b4ba705205e7
6055,6055,3993,8,v2,d533e050d91a29e515d20eda18e454b6
6056,6056,3994,8,v2,8feb81ba1246337502a0cc6777c021e6
6057,6057,3995,8,v2,627efef90e1302c613a9e52a401d8371
6058,6058,3996,8,v2,d52abf43530e7d9b1f077324ff030d5c
6059,6059,3997,8,v2,a77e903e352621f2895d8d0dd8ff0ac6
6060,6060,3998,8,v2,ad878fa9c59f54095ea200251a905a89
6061,6061,3999,8,v2,1835c3d22ed6fefadbeb75369be2d395
6062,6062,4000,8,v2,4219e4693bfb7462ec86fce8a5fa481b
6063,6063,4001,8,v2,a458659c3fb82636641f26da9015dac0
6064,6064,4002,8,v2,7924bbd059cb729df74727971d3b287a
6065,6065,4003,8,v2,f2bbb68c3df07684eb2af83e1896315f
6066,6066,4004,8,v2,deb08713b37f1097ed746f8514411d4d
6067,6067,4005,8,v2,9914749ea6e326fa17cfccfaf6c069c4
6068,6068,4006,8,v2,c08f7b21bda0704140d597206588e9a5
6069,6069,4007,8,v2,2133fffd3e343ebc4636a06f002c8de6
6070,6070,4008,8,v2,d9dfc0de16be7b2feadb4013e1347db3
6071,6071,4009,8,v2,e07ec07ee1891d4325357e5149d5a496
6072,6072,4010,8,v2,c077ad28b53b7b218b66a8e90ab035b2
6073,6073,4011,8,v2,6cb74375a329de6adbb988b37ebb5802
6074,6074,4012,8,v2,51da5afc0ead056f1ec76e4c820d753d
6075,6075,4013,8,v2,6da484cad716ea410a794dcfce09b006
6076,6076,4014,8,v2,ac2e8cc8b348abbf74d44101f88c3a91
6077,6077,4015,8,v2,d73021e44859781d36d5681f22577446
6078,6078,4016,8,v2,79e8f405865fd738d4d5619c1f7a634f
6079,6079,4017,8,v2,b3394db4c0090fcc562adcdcd53f6d29
6080,6080,4018,8,v2,5d163057cf4dbe3f088e625de1bf2bb9
6081,6081,4019,8,v2,d73ffa22bdb240eb5334fe5fe42fc694
6082,6082,4020,8,v2,55b68210ad04b104e3d642c37b881f6b
6083,6083,4021,8,v2,ecc431f3eb2273da5f3ca2fabc4f28d4
6084,6084,4022,8,v2,0076f06bf0366697f7170cd2f2562a3e
6085,6085,4023,8,v2,b99d3b1ab987e8a5ea0ba0ddef9e4b12
6086,6086,4024,8,v2,f982130326c158b3f8aa118d62e912eb
6087,6087,4025,8,v2,3f01eeba5928627d5f7083f1bec3403e
6088,6088,4026,8,v2,f2318b591ea6a607c396bb4b848306c7
6089,6089,4027,8,v2,e945c246594f574ae6be0758255e886b
6090,6090,4028,8,v2,9ac13648362580d073577a30dc5bf1f1
6091,6091,4029,8,v2,02908881e3aef7b1ad6cb48901ed88e3
6092,6092,4030,8,v2,b4e9328f8f20a031d6af71ee5b5a6c1c
6093,6093,4031,8,v2,3d5940dd79cbfaf492c30ac21f3ec833
6094,6094,4032,8,v2,573b0aedb6c2f4a959f85a13f5ec02b9
6095,6095,4033,8,v2,c4d1416c4c89f2db0a80eaa504357f73
6096,6096,4034,8,v2,eddf55f6fcdb4b51b915d5d62aaf514b
6097,6097,4035,8,v2,67a33ec8fb5f8001ab12b9d3c357fc45
6098,6098,4036,8,v2,5da6fc4bad8728edbdca8f91a4a63023
6099,6099,4037,8,v2,7244cf016f5eab0d5c9aa686fb56b6d5
6100,6100,4038,8,v2,7b87a57c4896a274b03182056b31700f
6101,6101,4039,8,v2,053af2ae89ed3a838667b6269ebc7e56
6102,6102,4040,8,v2,4e1cb3ba7b4d110a5f2a68787ea1545a
6103,6103,4041,8,v2,e578690434e490a4fa5683d768a5a906
6104,6104,4042,8,v2,56012ecdbc5a8e21cce05dcdc6275816
6105,6105,4043,8,v2,1fc1cc5550176d6d67922c25083fb30c
6106,6106,4044,8,v2,1ffba89435b2fc05ae8b0669eb68d176
6107,6107,4045,8,v2,6816d9880ee73e909e21c000741b32cc
6108,6108,4046,8,v2,70da849aea2954c35f419946e1965ed6
6109,6109,4047,8,v2,d8974f3c29fb20576463889c8adc5a16
6110,6110,4048,8,v2,30e69b6747f4043d002fb87ae7df3ecc
6111,6111,4049,8,v2,45712bc77bbedb30995d6493e6ba82ee
6112,6112,4050,8,v2,406b87531ca8c3dcec3d685833ec970e
6113,6113,4051,8,v2,93c6b92edcff1c4bdf5c8629d4b60de8
6114,6114,4052,8,v2,66db00658ac9df532c8c83e2c28809f0
6115,6115,4053,8,v2,cc9a41541b1e2f1423203eaf05cde8ae
6116,6116,4054,8,v2,de7870a5fad8b72e8a4711f403227133
6117,6117,4055,8,v2,3755fe573fd42293b48aa3fbaf6046ba
6118,6118,4056,8,v2,0835cd1ec92b37351af33a7993e235a6
6119,6119,4057,8,v2,b4d37fb5d0979bf53b0fad2c0ca47264
6120,6120,4058,8,v2,fea4aa1434231eaf623d86728fbfba61
6121,6121,4059,8,v2,3fdb8ab4a47975534ebcb3b880ff3f41
6122,6122,4060,8,v2,27b4bc04e9a29d105e9c4c805d8d3c5f
6123,6123,4061,8,v2,3289475f96854d3d04ac11271afc8f39
